name,description,category,status,failure_reason,year,source
Saltlick Labs,Android|iPhone|Mobile,Android|iPhone|Mobile,failed,,2008-08-01,crunchbase
Samares,Clean Technology,Clean Technology,failed,,,crunchbase
Samba Ventures,Finance|Incubators|Sales and Marketing,Finance|Incubators|Sales and Marketing,failed,,2009-01-20,crunchbase
Sampa,Curated Web,Curated Web,failed,,2005-03-01,crunchbase
Sand 9,Mobile|Wireless,Mobile|Wireless,failed,,2007-06-01,crunchbase
SandLinks,Public Relations,Public Relations,failed,,,crunchbase
Sangart,Biotechnology,Biotechnology,failed,,1998-01-01,crunchbase
Sankalpa Yoga Community,Sporting Goods,Sporting Goods,failed,,2014-06-16,crunchbase
SanteVet,Health and Insurance|Health and Wellness|Pets|Veterinary,Health and Insurance|Health and Wellness|Pets|Veterinary,failed,,2003-01-01,crunchbase
Sape,Consulting|Development Platforms|Internet,Consulting|Development Platforms|Internet,failed,,,crunchbase
Sarsys,Open Source|Software|Web Development,Open Source|Software|Web Development,failed,,2004-01-01,crunchbase
sarvaMAIL,Email|Messaging,Email|Messaging,failed,,,crunchbase
Satiety,Health Care,Health Care,failed,,2000-01-01,crunchbase
SatNav Technologies,Public Transportation,Public Transportation,failed,,2004-01-01,crunchbase
Satomi,Graphics|iPhone,Graphics|iPhone,failed,,,crunchbase
Satori Pharmaceuticals,Health Care,Health Care,failed,,2005-01-01,crunchbase
Satoris,Biotechnology,Biotechnology,failed,,,crunchbase
Saucepan,Hospitality|Organic Food,Hospitality|Organic Food,failed,,2014-01-01,crunchbase
Savage Beast Technologies,Music|Navigation|Technology,Music|Navigation|Technology,failed,,2000-01-03,crunchbase
Savtira Corporation,Cloud Computing|E-Commerce|Enterprise Software,Cloud Computing|E-Commerce|Enterprise Software,failed,,,crunchbase
SaySwap,E-Commerce|Games|Hardware|Networking|Social Buying|Video Games,E-Commerce|Games|Hardware|Networking|Social Buying|Video Games,failed,,2007-01-01,crunchbase
Scaffold,Bridging Online and Offline|Developer APIs|Peer-to-Peer,Bridging Online and Offline|Developer APIs|Peer-to-Peer,failed,,2011-01-01,crunchbase
ScanSocial,News|Social Bookmarking|Social Media|Technology|Tracking|Web Development,News|Social Bookmarking|Social Media|Technology|Tracking|Web Development,failed,,2010-04-15,crunchbase
SceneChat,Advertising,Advertising,failed,,2009-11-20,crunchbase
SCHEDit,Curated Web|Events|Social Media,Curated Web|Events|Social Media,failed,,2011-04-06,crunchbase
ScholarPRO,Search|Startups,Search|Startups,failed,,2011-01-01,crunchbase
Scion Cardio Vascular,Health and Wellness,Health and Wellness,failed,,1996-01-01,crunchbase
SCL,Big Data Analytics|Polling|Public Relations,Big Data Analytics|Polling|Public Relations,failed,,,crunchbase
"Scoopler, Inc.",Internet|Real Time|Search,Internet|Real Time|Search,failed,,2008-02-01,crunchbase
ScramblerMail,Curated Web,Curated Web,failed,,,crunchbase
Screaming Sports,Networking|Sports,Networking|Sports,failed,,,crunchbase
ScreenScape Networks,Advertising,Advertising,failed,,2007-09-28,crunchbase
ScribeStorm,Media|Music|Online Shopping|Social Network Media|Video,Media|Music|Online Shopping|Social Network Media|Video,failed,,2007-01-08,crunchbase
scroll kit,Curated Web,Curated Web,failed,,,crunchbase
Sculapio,Health and Wellness,Health and Wellness,failed,,,crunchbase
Scuter,Electric Vehicles|Mobility|Ride Sharing,Electric Vehicles|Mobility|Ride Sharing,failed,,2015-07-09,crunchbase
SDH Group,Business Services|Product Development Services|Product Search,Business Services|Product Development Services|Product Search,failed,,2003-01-02,crunchbase
Searcheeze,Curated Web|News,Curated Web|News,failed,,2011-01-01,crunchbase
SearchMe,Search|Visual Search,Search|Visual Search,failed,,2005-07-01,crunchbase
Search to Phone,Finance|FinTech|Messaging,Finance|FinTech|Messaging,failed,,,crunchbase
SeatSwapr,Transportation|Travel,Transportation|Travel,failed,,2012-04-27,crunchbase
SEC Watch,Finance|FinTech,Finance|FinTech,failed,,,crunchbase
Secondbrain,Content|Search|Social Media|Startups,Content|Search|Social Media|Startups,failed,,2007-01-01,crunchbase
Second Half Playbook,Curated Web|Internet,Curated Web|Internet,failed,,2010-03-01,crunchbase
Secret,Apps|Social Media,Apps|Social Media,failed,,2013-10-01,crunchbase
SecretBuilders,Games|Kids|MMO Games|Mobile Games|Publishing|Technology,Games|Kids|MMO Games|Mobile Games|Publishing|Technology,failed,,2007-01-01,crunchbase
"Scrypt, Inc",Public Relations,Public Relations,failed,,1999-01-01,crunchbase
SecuriCan General Insurance Company,Health and Insurance|Healthcare Services|Insurance,Health and Insurance|Healthcare Services|Insurance,failed,,,crunchbase
SeeMedia,E-Commerce|Education|Training,E-Commerce|Education|Training,failed,,2012-01-01,crunchbase
SeeSaw Networks,Advertising|News,Advertising|News,failed,,2005-01-01,crunchbase
SeeToo,Chat|Enterprise Software|Video,Chat|Enterprise Software|Video,failed,,2007-01-01,crunchbase
Seiratherm,Health Care,Health Care,failed,,,crunchbase
Seismotech,Data Centers|Geospatial|Space Travel,Data Centers|Geospatial|Space Travel,failed,,2010-01-01,crunchbase
Selectron,Industrial|Industrial Automation,Industrial|Industrial Automation,failed,,1956-01-01,crunchbase
Selenokhod,Aerospace|Geospatial|Space Travel,Aerospace|Geospatial|Space Travel,failed,,,crunchbase
Selo Reserva,E-Commerce|Flash Sales|Wine And Spirits,E-Commerce|Flash Sales|Wine And Spirits,failed,,2012-05-01,crunchbase
SelSahara,Agriculture|Consumer Goods,Agriculture|Consumer Goods,failed,,2010-01-01,crunchbase
Semanticator,Advertising|Semantic Web,Advertising|Semantic Web,failed,,2008-03-01,crunchbase
Semantra,Analytics|Business Intelligence|Enterprise Software|Search,Analytics|Business Intelligence|Enterprise Software|Search,failed,,2003-01-01,crunchbase
Sembraire,Clean Technology,Clean Technology,failed,,2012-09-03,crunchbase
SemiLev,Semiconductors,Semiconductors,failed,,2010-01-01,crunchbase
SemiSouth Laboratories,Electronics|Semiconductors|Solar,Electronics|Semiconductors|Solar,failed,,2000-07-01,crunchbase
Semplice Energy,Renewable Energies,Renewable Energies,failed,,,crunchbase
Sencera,Clean Technology,Clean Technology,failed,,,crunchbase
SendItLater,Customer Service|Custom Retail|Delivery|E-Commerce|Internet|Messaging|Online Shopping|Services|Social Network Media,Customer Service|Custom Retail|Delivery|E-Commerce|Internet|Messaging|Online Shopping|Services|Social Network Media,failed,,2013-06-01,crunchbase
SendMeHome.com,Blogging Platforms|Entertainment|Games|Tracking,Blogging Platforms|Entertainment|Games|Tracking,failed,,2008-07-01,crunchbase
Senergen Devices,Clean Technology,Clean Technology,failed,,2007-01-01,crunchbase
Senesco Technologies,Biotechnology,Biotechnology,failed,,,crunchbase
SeniorSource,Curated Web,Curated Web,failed,,2012-01-01,crunchbase
Senit,Bitcoin|Finance|Payments,Bitcoin|Finance|Payments,failed,,2015-07-01,crunchbase
Sensa.io,Nutrition|Organic|Technology,Nutrition|Organic|Technology,failed,,,crunchbase
SenseHere Technology,Internet of Things|Semiconductors,Internet of Things|Semiconductors,failed,,,crunchbase
Sensor Medical Technology,Biotechnology,Biotechnology,failed,,2011-01-01,crunchbase
SensorWave,Consumer Electronics|Public Relations|Security|Services,Consumer Electronics|Public Relations|Security|Services,failed,,,crunchbase
Sentab Ltd,Networking|Social Network Media,Networking|Social Network Media,failed,,2013-07-01,crunchbase
SenTech,Marketplaces|Security|Services,Marketplaces|Security|Services,failed,,,crunchbase
Sentence Lab,Cloud Data Services|Internet|Technology,Cloud Data Services|Internet|Technology,failed,,2012-07-27,crunchbase
"Sentiment Strategies, LLC",Anything Capital Intensive|News|Trading,Anything Capital Intensive|News|Trading,failed,,2006-06-01,crunchbase
sentitO Networks,Software|VoIP,Software|VoIP,failed,,2000-01-01,crunchbase
Sentry Wireless,Mobile|Mobile Security|Web Development|Wireless,Mobile|Mobile Security|Web Development|Wireless,failed,,2006-12-01,crunchbase
Seplat Petroleum Development Company,Energy|Oil|Oil & Gas,Energy|Oil|Oil & Gas,failed,,2009-01-01,crunchbase
SepSensor,Restaurants|Sensors|Wireless,Restaurants|Sensors|Wireless,failed,,2003-01-01,crunchbase
Sequoia Communications,Semiconductors,Semiconductors,failed,,2000-01-01,crunchbase
Sequoia Media Group,Curated Web,Curated Web,failed,,,crunchbase
Sequoia Pharmaceuticals,Biotechnology,Biotechnology,failed,,2002-01-01,crunchbase
Serenify,Cyber Security|Internet|Services,Cyber Security|Internet|Services,failed,,2013-10-01,crunchbase
ServisHero,Apps|Mobile|Service Providers|Software,Apps|Mobile|Service Providers|Software,failed,,2015-02-01,crunchbase
servtag,Location Based Services|Mobile|NFC|RFID|Social Network Media,Location Based Services|Mobile|NFC|RFID|Social Network Media,failed,,2007-09-22,crunchbase
"seven dreamers laboratories, inc.",Design|Medical Devices|Services,Design|Medical Devices|Services,failed,,2014-07-01,crunchbase
SevenSnap Entertainment GmbH,App Stores|Entertainment|iPhone|Mobile|Shopping,App Stores|Entertainment|iPhone|Mobile|Shopping,failed,,2009-06-01,crunchbase
Shake-on,Big Data Analytics|Information Technology|Internet of Things|Software,Big Data Analytics|Information Technology|Internet of Things|Software,failed,,2015-02-01,crunchbase
Sharecruit,Human Resources,Human Resources,failed,,2014-01-01,crunchbase
Sharelook,Advice|Android|Fashion|iOS|Mobile|Photography|Social Media,Advice|Android|Fashion|iOS|Mobile|Photography|Social Media,failed,,2011-09-01,crunchbase
ShareThe,Soccer|Social Media|Social Network Media|Sports,Soccer|Social Media|Social Network Media|Sports,failed,,2013-03-25,crunchbase
Sharetivity,Curated Web,Curated Web,failed,,2007-07-07,crunchbase
Sharingforce,Advertising|Direct Marketing|Internet Marketing|Lead Generation|Sales and Marketing|Social Media|Social Media Marketing,Advertising|Direct Marketing|Internet Marketing|Lead Generation|Sales and Marketing|Social Media|Social Media Marketing,failed,,2011-01-01,crunchbase
Shattered Reality Interactive,Games|Internet|MMO Games|Social Media,Games|Internet|MMO Games|Social Media,failed,,2006-06-01,crunchbase
Shearwater International,All Students|Collaboration|Education,All Students|Collaboration|Education,failed,,2013-10-10,crunchbase
Shhmooze,Android|Ediscovery|Events|iPhone|Location Based Services|Mobile|Networking|Social + Mobile + Local,Android|Ediscovery|Events|iPhone|Location Based Services|Mobile|Networking|Social + Mobile + Local,failed,,2010-04-16,crunchbase
Shimmeo,Mobile|Music Services|Video,Mobile|Music Services|Video,failed,,2014-02-15,crunchbase
Ship & Duck,Brand Marketing|Design|Licensing|Marketplaces,Brand Marketing|Design|Licensing|Marketplaces,failed,,2012-07-05,crunchbase
Shnergle,Curated Web|Local Search|Photo Sharing|Social Media,Curated Web|Local Search|Photo Sharing|Social Media,failed,,2012-10-22,crunchbase
Shocking Technologies,Hardware + Software,Hardware + Software,failed,,2006-01-01,crunchbase
Shoes4you,E-Commerce|Fashion|Shoes|Subscription Businesses,E-Commerce|Fashion|Shoes|Subscription Businesses,failed,,2011-06-01,crunchbase
Shohoz,Online Travel,Online Travel,failed,,,crunchbase
Shook,E-Commerce|Marketplaces|Social Media,E-Commerce|Marketplaces|Social Media,failed,,2012-01-01,crunchbase
Health2Works,E-Commerce|Software,E-Commerce|Software,failed,,2009-02-01,crunchbase
Shop Points,Advertising|Mobile|Retail,Advertising|Mobile|Retail,failed,,2011-01-01,crunchbase
shopandsave,Classifieds|E-Commerce,Classifieds|E-Commerce,failed,,2008-04-02,crunchbase
Shopliment,Online Shopping,Online Shopping,failed,,2013-01-01,crunchbase
SHOPMAGAZINE SOLUTIONS,E-Commerce|Interior Design|Internet,E-Commerce|Interior Design|Internet,failed,,2014-10-01,crunchbase
Shortlist,Curated Web|Events|Mobile|Networking|Startups,Curated Web|Events|Mobile|Networking|Startups,failed,,2011-08-31,crunchbase
ShotBlock Technologies,Assisitive Technology|Innovation Management|New Product Development,Assisitive Technology|Innovation Management|New Product Development,failed,,2015-03-19,crunchbase
Shoutitout,Curated Web|MicroBlogging|Twitter Applications,Curated Web|MicroBlogging|Twitter Applications,failed,,2009-08-28,crunchbase
Shoutly,Advertising|E-Commerce,Advertising|E-Commerce,failed,,2011-01-01,crunchbase
ShowMe.tv,Social Media,Social Media,failed,,2010-01-01,crunchbase
Shut Down,Art|Brand Marketing|Design|E-Commerce|Fashion,Art|Brand Marketing|Design|E-Commerce|Fashion,failed,,2013-04-11,crunchbase
ShuttleWizard.com,Online Scheduling|Transportation|Travel,Online Scheduling|Transportation|Travel,failed,,2013-03-01,crunchbase
SHYM Technology,Business Services|Security|Technology,Business Services|Security|Technology,failed,,,crunchbase
SI-BONE,Health Care,Health Care,failed,,2008-04-01,crunchbase
SiCortex,Computers|Design|Hardware|Manufacturing,Computers|Design|Hardware|Manufacturing,failed,,,crunchbase
Sidecar.me,Facebook Applications|Sales and Marketing|Social Network Media|Web Hosting,Facebook Applications|Sales and Marketing|Social Network Media|Web Hosting,failed,,2010-05-01,crunchbase
"Sidustar International, Inc.",Cloud Computing|Data Security|Enterprise Software|Internet|Mobile|Services|Small and Medium Businesses|Software|Technology|Telecommunications|Web Hosting|Wireless,Cloud Computing|Data Security|Enterprise Software|Internet|Mobile|Services|Small and Medium Businesses|Software|Technology|Telecommunications|Web Hosting|Wireless,failed,,2000-07-18,crunchbase
SiGHT ViSiT,Education|Internet|Services,Education|Internet|Services,failed,,2013-04-24,crunchbase
Sigma Labs,Biotechnology,Biotechnology,failed,,2010-01-01,crunchbase
Sigma Networks,Networking|Open Source|Services,Networking|Open Source|Services,failed,,,crunchbase
Signal Point Holdings,Telecommunications,Telecommunications,failed,,2012-01-01,crunchbase
Signal Patterns,Facebook Applications|iPhone|Mobile|Music|Psychology|Surveys|Web Tools,Facebook Applications|iPhone|Mobile|Music|Psychology|Surveys|Web Tools,failed,,,crunchbase
Silicon Hive,Semiconductors,Semiconductors,failed,,2003-01-01,crunchbase
Silicon Spice,Design|Semiconductors|Telecommunications,Design|Semiconductors|Telecommunications,failed,,1996-09-01,crunchbase
Silistix,Semiconductors,Semiconductors,failed,,2003-01-01,crunchbase
Silvigen,Clean Technology,Clean Technology,failed,,,crunchbase
SimGym,Fitness|Health and Wellness|iPhone,Fitness|Health and Wellness|iPhone,failed,,2009-06-05,crunchbase
Sim Ops Studios,Curated Web,Curated Web,failed,,2006-01-01,crunchbase
"SimplePons, Inc.",Coupons|Curated Web,Coupons|Curated Web,failed,,2011-02-01,crunchbase
Simplicity,Heavy Industry|Manufacturing|Service Providers,Heavy Industry|Manufacturing|Service Providers,failed,,,crunchbase
simplifyMD,Hardware + Software,Hardware + Software,failed,,2006-01-01,crunchbase
SimplyProse,Internet|Networking|Publishing,Internet|Networking|Publishing,failed,,2015-03-18,crunchbase
SimQly,Data Mining,Data Mining,failed,,2015-01-06,crunchbase
Sinapis Pharma,Biotechnology,Biotechnology,failed,,,crunchbase
Sincuru,Subscription Businesses|Ventures for Good,Subscription Businesses|Ventures for Good,failed,,2013-06-01,crunchbase
SinoHub,Hardware + Software,Hardware + Software,failed,,,crunchbase
SinoTech Group,Advertising|Consulting|Internet Marketing|Media|Reputation|Social Media|Social Media Marketing,Advertising|Consulting|Internet Marketing|Media|Reputation|Social Media|Social Media Marketing,failed,,2007-04-15,crunchbase
Sinovac Biotech,Biotechnology,Biotechnology,failed,,2001-01-01,crunchbase
Sionex,Hardware + Software,Hardware + Software,failed,,2001-01-01,crunchbase
siOPTICA,Hardware + Software,Hardware + Software,failed,,2013-01-01,crunchbase
SIPP International Industries,Hospitality,Hospitality,failed,,2011-03-17,crunchbase
Sirenas Marine Discovery,Medical|Therapeutics,Medical|Therapeutics,failed,,2011-01-01,crunchbase
"Sirenza Microdevices,Inc.",Broadcasting|Design|Systems,Broadcasting|Design|Systems,failed,,1992-01-01,crunchbase
Sirna Therapeutics,Biotechnology,Biotechnology,failed,,,crunchbase
Siros Technologies,Information Technology|Services|Storage,Information Technology|Services|Storage,failed,,,crunchbase
SIRS-Lab,Biotechnology,Biotechnology,failed,,,crunchbase
